CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last,logLogist_3_param_r2,logLogist_3_param
Ramos-2G6-4C10,910401,1050,1050_910401,2,4.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970402517,0.900169767,0.858679945,0.91512991,0.912461607,0.870951677,0.386176168,0.185491911,0.169671846,ZM447439,Ramos-2G6-4C10,0.0295974829999999,0.015820065,0.9585788158551903,[-0.13263485 -4.77391587  0.16933236]
HuO9,907072,163,163_907072,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962834926,0.920030584,0.863015327,0.672114497,0.477052979,0.352975927,0.239666844,0.153886568,0.185518864,JQ1,HuO9,0.037165074,0.031632296,0.9964404775435872,[-0.29714735 -2.84774736  0.17786387]
MOLT-13,908146,88,88_908146,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950215497,0.908316033,0.89374693,0.748830085,0.550937004,0.243573599,0.014840811,-0.005007199,-0.0067087,Entinostat,MOLT-13,0.049784503,0.0017015009999999,0.9963011718610358,[-0.24349159 -3.1222713  -0.02472983]
OCI-LY-19,1330984,157,157_1330984,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988523657,0.899307973,0.901872861,0.769366665,0.577681048,0.178253446,0.035909132,0.027734423,0.02772605,JNK-9L,OCI-LY-19,0.011476343,8.37300000000249e-06,0.9929879462760622,[-0.25018966 -3.70180697  0.01027781]
NCI-H2170,687815,276,276_687815,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986616953,0.978573468,0.961105512,0.897081531,0.822460172,0.365756101,0.29807599,0.131566527,0.114144702,CAY10603,NCI-H2170,0.013383047,0.0174218249999999,0.9834030893998578,[-0.20674598 -4.42901227  0.153053  ]
DU-4475,906844,83,83_906844,2,1.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963297335,0.911525603,0.837032193,0.734959969,0.54954277,0.384162651,0.229238919,0.193752879,0.148584107,JW-7-52-1,DU-4475,0.0367026649999999,0.0451687719999999,0.9989529820813194,[-0.2665783  -2.49690643  0.15990443]
ACN,906803,71,71_906803,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980529229,0.914454079,0.841563597,0.669666515,0.759772596,0.437637292,0.371758067,0.213596611,0.194006609,Pyrimethamine,ACN,0.019470771,0.0195900019999999,0.9687659352508757,[-0.22433688 -1.92253433  0.18535982]
SUP-M2,1331040,273,273_1331040,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950703368,0.913231673,0.482671335,0.302558123,0.20750897,0.087050949,0.023618636,0.020021228,0.012202144,CUDC-101,SUP-M2,0.049296632,0.0078190839999999,0.9835817614053876,[-0.45234133 -3.94864603  0.04108093]
A3-KAW,910935,344,344_910935,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996842465,0.949562744,0.79209645,0.567764778,0.053286542,0.006825602,0.008408492,0.00506698,0.005255729,THZ-2-49,A3-KAW,0.003157535,0.000188749,0.9920554105807169,[-0.351252   -5.84912645 -0.00817407]
H2722,1290812,272,272_1290812,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.956964252,0.96858055,0.892003735,0.914751713,0.719944579,0.527202967,0.245037641,0.087634987,0.051482889,AR-42,H2722,0.0430357479999999,0.036152098,0.9956362997571331,[-0.17794648 -2.65086507  0.05053083]
CESS,910688,295,295_910688,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962143534,0.791627753,0.73982081,0.474619768,0.357801287,0.286567613,0.196667536,0.121276472,0.088115006,NVP-BHG712,CESS,0.037856466,0.033161466,0.9881615333301672,[-0.37297407 -2.43379925  0.1226094 ]
RCC-AB,1524418,344,344_1524418,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986047336,0.898749316,0.80719371,0.79763572,0.01399718,0.010329823,0.019239261,0.031685411,0.013462941,THZ-2-49,RCC-AB,0.0139526639999999,0.0182224699999999,0.9758571378714634,[-3.25134950e-01 -1.66420169e+01  1.44356758e-02]
GB-1,687568,136,136_687568,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958669946,0.868029007,0.536848954,0.718067752,0.23189496,0.215587161,0.127161411,0.071837341,0.103131989,Mitomycin-C,GB-1,0.041330054,0.0312946479999999,0.9378602172933415,[-0.36498205 -2.61972119  0.08362085]
D-542MG,753549,276,276_753549,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981391424,0.950888527,0.812459372,0.808164183,0.569196101,0.223394843,0.077527479,0.040461166,0.034376999,CAY10603,D-542MG,0.0186085759999999,0.006084167,0.9919897266030491,[-0.24810715 -3.29202614  0.02444472]
SK-HEP-1,909719,182,182_909719,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959947943,0.665569694,0.40559986,0.236149344,0.151866421,0.095201819,0.001476877,-0.004282838,-0.005269504,Obatoclax Mesylate,SK-HEP-1,0.040052057,0.000986666,0.9900324894470955,[-0.52044888 -3.35174132  0.02148362]
RCC-AB,1524418,346,346_1524418,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983009869,0.83333879,0.882647474,0.496179932,0.177066242,0.110664223,0.082883763,0.123422985,0.101358189,THZ-2-102-1,RCC-AB,0.016990131,0.0220647959999999,0.9851102731885198,[-0.36665699 -5.66206638  0.0967076 ]
HT,907063,196,196_907063,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960649601,0.973109462,0.881895686,0.84843407,0.633594242,0.145859569,0.045506713,0.012377815,0.00407053,Phenformin,HT,0.039350399,0.008307285,0.9918813285798926,[-2.38218383e-01 -4.71636382e+00  3.78423647e-03]
CAL-27,910916,273,273_910916,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950513278,0.889174358,0.747810635,0.569221982,0.223912965,0.029092178,0.006936822,0.003944265,0.001632497,CUDC-101,CAL-27,0.049486722,0.0023117679999999,0.9960494912069184,[-0.34291371 -3.69593695 -0.01198313]
RPMI-6666,909701,331,331_909701,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988681099,0.658685855,0.496090314,0.437408993,0.363701205,0.231374033,0.088240191,0.026152332,0.007708555,QL-X-138,RPMI-6666,0.0113189009999999,0.018443777,0.9670570950877159,[-0.40407747 -1.88730547  0.02094013]
P30-OHK,909252,165,165_909252,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96026634,0.961205006,0.926849847,0.859063876,0.747079485,0.481098261,0.179643433,0.013588725,0.004466169,DMOG,P30-OHK,0.03973366,0.009122556,0.9986128333008002,[-0.18011447 -2.83518878 -0.00692005]
Hs-633T,1240149,165,165_1240149,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963000824,0.892905261,0.736313726,0.607226944,0.262151504,0.183884729,0.174848558,0.078490112,0.059209725,DMOG,Hs-633T,0.036999176,0.019280387,0.9896764605233185,[-0.35167675 -3.33774725  0.09242242]
LB2241-RCC,753578,104,104_753578,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961145065,0.872361058,0.932977712,0.811886074,0.282652927,0.120073502,0.043558037,0.008891616,0.032376806,Bortezomib,LB2241-RCC,0.038854935,0.02348519,0.9869103205838797,[-0.29369445 -6.66325426  0.03927196]
LC-2-ad,907786,256,256_907786,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978370043,0.988833887,0.877426401,0.830115221,0.69459161,0.618144243,0.421475359,0.047442514,0.008457031,JW-7-24-1,LC-2-ad,0.021629957,0.038985483,0.9888891370192006,[-0.14117821 -1.8579861  -0.02104474]
NCI-H1048,687995,182,182_687995,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982161207,0.964703904,0.891467428,0.581210648,0.528474078,0.527832048,0.114949023,0.052580595,0.011331575,Obatoclax Mesylate,NCI-H1048,0.017838793,0.04124902,0.959659937035514,[-0.22297687 -2.06772234  0.00417343]
CADO-ES1,753539,302,302_753539,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957768204,0.794505223,0.874612302,0.638032133,0.554883596,0.36563382,0.253602475,0.168040286,0.127875362,PI-103,CADO-ES1,0.042231796,0.040164924,0.9833459958267096,[-0.27345571 -2.04046095  0.13307223]
Hs-633T,1240149,328,328_1240149,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976489484,0.910838231,0.657036496,0.369500828,0.134367209,0.094029061,0.085054249,0.047491643,0.030340654,SNX-2112,Hs-633T,0.0235105159999999,0.017150989,0.9982456056001454,[-0.41587115 -4.58002823  0.05715329]
HO-1-u-1,753561,180,180_753561,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999084532,0.832373636,0.586654365,0.185814244,0.047278702,0.020965689,0.022305606,0.025999651,0.030290289,Thapsigargin,HO-1-u-1,0.0009154679999999,0.004290638,0.9979387568816869,[-0.46057584 -5.41411615  0.01923373]
MKL-1-subclone-2,1333014,88,88_1333014,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970963756,0.841664943,0.799501186,0.408945347,0.038147107,0.011708491,0.010783483,0.008582975,0.004362624,Entinostat,MKL-1-subclone-2,0.029036244,0.004220351,0.9904165844246231,[-3.82243052e-01 -5.42102275e+00 -4.66321266e-03]
LB2241-RCC,753578,167,167_753578,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967792824,0.919606386,0.85871989,0.922640114,0.979963059,0.803488765,0.783893157,0.028098413,0.025115704,OSU-03012,LB2241-RCC,0.032207176,0.002982709,0.9504610192952163,[-0.08651455 -4.2361138  -0.01569723]
RCC-AB,1524418,331,331_1524418,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999612382,0.815352577,0.710029155,0.470423988,0.352906666,0.270415431,0.192973369,0.185714818,0.13658315,QL-X-138,RCC-AB,0.0003876179999999,0.049131668,0.9919628931045059,[-0.40286976 -3.01489021  0.17442111]
A3-KAW,910935,256,256_910935,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974555262,0.881132871,0.819033393,0.758559428,0.586549824,0.388488731,0.134321733,0.02196387,0.008237613,JW-7-24-1,A3-KAW,0.025444738,0.013726257,0.996845498502488,[-0.2202442  -2.21803752 -0.01011034]
SCC-9,909709,235,235_909709,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97087981,0.951031983,0.94648658,0.623587901,0.437975822,0.129681662,0.025114233,0.030383294,0.023072021,QL-XII-47,SCC-9,0.0291201899999999,0.007311273,0.9929195331911289,[-0.28813221 -3.90038276  0.01858269]
CESS,910688,53,53_910688,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985122396,0.973514872,0.944627847,0.901309609,0.865771891,0.666103509,0.231803605,0.021523985,0.008886791,CGP-60474,CESS,0.014877604,0.012637194,0.9962290899324223,[-1.49258961e-01 -3.38930579e+00 -2.23118202e-03]
OCI-LY-19,1330984,201,201_1330984,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991366898,0.932407437,0.822865563,0.482525118,0.269245422,0.152094249,0.118600889,0.120598811,0.102190654,Epothilone B,OCI-LY-19,0.008633102,0.0184081569999999,0.9983918910594352,[-0.36939196 -4.72077278  0.11794353]
A4-Fuk,910934,179,179_910934,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97450161,0.914856007,0.863679294,0.622215728,0.320663006,0.262495482,0.240509216,0.206483652,0.18699706,5-Fluorouracil,A4-Fuk,0.0254983899999999,0.0194865919999999,0.9948302645429985,[-0.35193238 -4.74901053  0.21152698]
AM-38,910933,180,180_910933,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955390373,0.913519713,0.689851139,0.448672735,0.271512185,0.202861603,0.167322905,0.162653102,0.15746426,Thapsigargin,AM-38,0.044609627,0.0051888419999999,0.9988282542743884,[-0.41353263 -4.09531485  0.16568598]
SLVL,1331032,344,344_1331032,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959425363,0.824350105,0.516215269,0.041038329,0.03641454,0.005775913,0.048740623,0.004068695,0.001665496,THZ-2-49,SLVL,0.0405746369999999,0.002403199,0.9925835421041693,[-0.48802326 -6.54692035  0.00744473]
PANC-03-27,925346,346,346_925346,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996518995,0.962133404,0.437665893,0.202265801,0.126775628,0.105849177,0.110931391,0.094188115,0.091377297,THZ-2-102-1,PANC-03-27,0.003481005,0.002810818,0.9962721763696174,[-0.50162142 -9.635899    0.11537456]
CHL-1,910853,201,201_910853,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983185621,0.956687983,0.673853773,0.305590453,0.151238256,0.152472514,0.052526175,0.025653652,0.010304052,Epothilone B,CHL-1,0.016814379,0.0153496,0.9916900630435864,[-0.42092294 -5.38685619  0.06186364]
SK-MG-1,909729,273,273_909729,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967509304,0.920910026,0.81697135,0.761846918,0.64011496,0.400855299,0.093887602,0.030156871,0.015397602,CUDC-101,SK-MG-1,0.0324906959999999,0.0147592689999999,0.9929752830861146,[-0.21531539 -2.40739028 -0.0073981 ]
DND-41,1297446,172,172_1297446,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98484951,0.971475152,0.996827206,0.926170062,0.877985169,0.708430867,0.112001689,0.062751351,0.095364097,Embelin,DND-41,0.01515049,0.032612746,0.9905854464141308,[-0.15859206 -5.9834107   0.06342811]
YT,946358,170,170_946358,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95219198,0.946380965,0.624380342,0.466912616,0.042077114,0.021568335,0.016179252,0.0116835,0.011185912,Shikonin,YT,0.0478080199999999,0.000497588,0.9862124257197494,[-3.94892824e-01 -4.44518556e+00 -8.38022907e-04]
MLMA,908142,159,159_908142,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971017936,0.939893894,0.826207788,0.779189401,0.775784443,0.657908876,0.31050099,0.058674367,0.013705765,HG6-64-1,MLMA,0.028982064,0.0449686019999999,0.9824837099671422,[-0.14737858 -1.90922677 -0.01928472]
NEC8,910942,200,200_910942,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97818209,0.92970225,0.455342091,0.17840295,0.047044731,0.042697846,0.052595906,0.040033472,0.085097449,Dacinostat,NEC8,0.0218179099999999,0.045063977,0.9965670448552528,[-0.49080458 -7.35891631  0.05810266]
ATN-1,910687,170,170_910687,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966322158,0.907233556,0.969922482,0.801788143,0.030726235,0.019613798,0.009866,0.009803971,0.008308675,Shikonin,ATN-1,0.033677842,0.001495296,0.9949690011920194,[-3.23184128e-01 -1.60489991e+01  1.12920794e-02]
A4-Fuk,910934,170,170_910934,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953043982,0.893170853,0.508721959,0.05644922,0.013989314,0.010951314,0.0152223,0.012905344,0.006214051,Shikonin,A4-Fuk,0.046956018,0.0066912929999999,0.9978420477602208,[-4.80045618e-01 -7.78383976e+00  5.93303558e-03]
HOP-62,905972,60,60_905972,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961297384,0.876363148,0.875261267,0.836774155,0.962241853,0.317359136,0.096868555,0.089516723,0.117156751,BI-2536,HOP-62,0.038702616,0.0276400279999999,0.9594513290484414,[ -0.1956923  -10.7855828    0.10039615]
SLVL,1331032,328,328_1331032,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971403456,0.574035019,0.262935377,0.06388508,0.012975172,0.006382312,0.005508891,0.003696587,0.002724971,SNX-2112,SLVL,0.028596544,0.0009716159999999,0.9967618048238098,[-0.60042458 -5.22816465  0.00591332]
VA-ES-BJ,688121,276,276_688121,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976732629,0.981128975,0.949131643,0.926498886,0.94429745,0.929888056,0.64636714,0.059158794,0.028423944,CAY10603,VA-ES-BJ,0.0232673709999999,0.03073485,0.992063712968767,[-0.09586235 -4.18880581  0.01251966]
MEC-1,1330943,157,157_1330943,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.998134473,0.975940242,0.945329872,0.947714515,0.876857358,0.560881014,0.200345677,0.062239079,0.050814879,JNK-9L,MEC-1,0.0018655269999999,0.0114242,0.9980718706826694,[-0.16781346 -4.02398797  0.05334388]
WM1158,1299077,163,163_1299077,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991484141,0.843892724,0.899688247,0.73379785,0.663567905,0.38824833,0.161706996,0.069836403,0.066837471,JQ1,WM1158,0.0085158589999999,0.002998932,0.9880118069753598,[-0.22058547 -2.40081401  0.04536847]
JHU-011,1240161,190,190_1240161,2,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988058138,0.941875019,0.431619923,0.093298785,0.051324465,0.098705922,0.089067254,0.106746805,0.105473773,Bleomycin,JHU-011,0.011941862,0.0012730319999999,0.998353701925608,[ -0.50089097 -10.62682079   0.08746303]
GT3TKB,907041,140,140_907041,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970105505,0.882183994,0.372637269,0.099761383,0.042298647,0.06925133,0.033004618,0.034651905,0.032546326,Vinorelbine,GT3TKB,0.0298944949999999,0.0021055789999999,0.9989154199341616,[-0.51559827 -7.98818551  0.0435137 ]
BL-41,910706,165,165_910706,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969707174,0.726969888,0.399338766,0.210512258,0.075136304,0.006587567,0.004999799,0.003219312,0.004417329,DMOG,BL-41,0.030292826,0.001198017,0.9974117793855036,[-0.51415926 -4.13264506  0.00784274]
BL-41,910706,305,305_910706,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971719817,0.962512537,0.935157342,0.828848606,0.631166792,0.232542586,0.038894437,0.013799455,0.008820903,TPCA-1,BL-41,0.028280183,0.004978552,0.9981462691902011,[-2.31143392e-01 -4.05613369e+00  2.88228137e-03]
BCPAP,924104,170,170_924104,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977611259,0.992576851,0.966620646,0.888910482,0.041630652,0.019955404,0.020447154,0.014729194,0.013125542,Shikonin,BCPAP,0.0223887409999999,0.0016036519999999,0.9992506380622713,[-3.13461672e-01 -1.76575429e+01  1.68793410e-02]
CCRF-CEM,905952,152,152_905952,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965112335,0.968704605,0.919171412,0.903633439,0.786443353,0.610796955,0.269430871,0.054572049,0.01634403,CP466722,CCRF-CEM,0.0348876649999999,0.038228019,0.9978549881865016,[-0.15520373 -2.64556057  0.00783818]
P32-ISH,1330987,176,176_1330987,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984452503,0.991344594,0.911094221,0.918878936,0.787056611,0.533388185,0.062932171,0.04566046,0.028706317,IPA-3,P32-ISH,0.015547497,0.016954143,0.9916325802192533,[-0.18010488 -4.00715194  0.01381217]
ES-2,1240128,328,328_1240128,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962715437,0.977382241,0.801778984,0.471791985,0.393626262,0.225892964,0.151292667,0.125788739,0.105924032,SNX-2112,ES-2,0.037284563,0.019864707,0.9861938668188927,[-0.35555787 -3.60797034  0.13546049]
BL-41,910706,140,140_910706,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973073991,0.975281622,0.942722302,0.800453075,0.220717697,0.033503406,0.02788725,0.025420744,0.025507036,Vinorelbine,BL-41,0.0269260089999999,8.62920000000017e-05,0.9986323273363881,[-0.30076047 -8.23578065  0.0244955 ]
NB5,949176,41,41_949176,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964411749,0.951722103,0.903975631,0.955192214,0.958308139,0.929925896,0.285018003,0.195448522,0.181476477,S-Trityl-L-cysteine,NB5,0.0355882509999999,0.013972045,0.9855242515128905,[-0.13613768 -8.97452353  0.18796007]
Caov-4,949090,346,346_949090,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950033275,0.854084404,0.815027,0.344394696,0.214391642,0.215487778,0.15568449,0.140096497,0.119303541,THZ-2-102-1,Caov-4,0.0499667249999999,0.0207929559999999,0.9823457045998207,[-0.41306163 -6.05983402  0.1553159 ]
SK-MG-1,909729,1003,1003_909729,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969780343,0.857047755,0.910738439,0.539237233,0.354004844,0.315807337,0.224351252,0.239716049,0.19848441,Camptothecin,SK-MG-1,0.0302196569999999,0.0412316389999999,0.9775498821395995,[-0.36585465 -4.4883452   0.23263559]
SK-PN-DW,909731,200,200_909731,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95163775,0.935091565,0.781922202,0.53612319,0.47165104,0.200175248,0.125103878,0.051839303,0.040643454,Dacinostat,SK-PN-DW,0.04836225,0.011195849,0.9906815582632758,[-0.30710561 -2.66070758  0.04875951]
BL-41,910706,11,11_910706,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965175735,0.957616868,0.892181873,0.821804392,0.168625342,0.0240223,0.022098261,0.024326302,0.034275999,Paclitaxel,BL-41,0.034824265,0.009949697,0.9936212876731684,[-0.30425746 -9.53710096  0.02342171]
JHU-011,1240161,273,273_1240161,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954355464,0.967057437,0.904992381,0.853375643,0.6115936,0.26807599,0.021128445,0.008016492,0.004093279,CUDC-101,JHU-011,0.0456445359999999,0.003923213,0.9972081558632374,[-0.22785187 -3.81771494 -0.00737329]
SU-DHL-8,1331038,328,328_1331038,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978206177,0.700897384,0.424892673,0.287689003,0.199254894,0.141252006,0.123717589,0.108356644,0.129528353,SNX-2112,SU-DHL-8,0.0217938229999999,0.021171709,0.9939514477807148,[-0.54610757 -4.13357153  0.13352656]
BL-41,910706,167,167_910706,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969241911,0.971322406,0.846848531,0.662637182,0.514571926,0.408630241,0.223860745,0.006431779,0.004467505,OSU-03012,BL-41,0.0307580889999999,0.001964274,0.9888222821753725,[-2.25159920e-01 -2.06426196e+00 -1.06952776e-03]
EPLC-272H,753556,328,328_753556,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981889996,0.778717288,0.517664122,0.427683507,0.257330963,0.17469405,0.201568172,0.192620566,0.196312674,SNX-2112,EPLC-272H,0.0181100039999999,0.0036921079999999,0.9905979229110959,[-0.49665034 -3.6675113   0.19180517]
EPLC-272H,753556,308,308_753556,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960449994,0.888132567,0.873927621,0.764961656,0.547340931,0.239439434,0.085311906,0.011228529,0.009690919,WIKI4,EPLC-272H,0.039550006,0.00153761,0.9961020179955692,[-2.46604567e-01 -2.96861767e+00  1.54927058e-03]
