CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last,logLogist_3_param_r2,logLogist_3_param
SK-MG-1,909729,346,346_909729,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969364789,0.947853578,0.720033948,0.232727306,0.15733906,0.106834216,0.089973267,0.078096198,0.067599207,THZ-2-102-1,SK-MG-1,0.0306352109999999,0.010496991,0.9969071629715388,[-0.43250223 -7.64231477  0.09410623]
KCL-22,1330931,170,170_1330931,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972707859,0.958431389,0.71648245,0.068076887,0.077191699,0.014408749,0.008434281,0.00561276,0.010461895,Shikonin,KCL-22,0.0272921409999999,0.004849135,0.9971523290715827,[ -0.44390926 -12.2061604    0.02155223]
VAL,1331048,170,170_1331048,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965063102,0.966701839,0.877016343,0.279981772,0.257140667,0.248756466,0.130070835,0.005188961,0.002073724,Shikonin,VAL,0.0349368979999999,0.003115237,0.961351733080444,[ -0.40420429 -10.23088345   0.12451945]
KGN,924186,276,276_924186,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974818833,0.750620637,0.627696756,0.410401738,0.384691478,0.250515961,0.095167289,0.00198878,-0.014295557,CAY10603,KGN,0.0251811669999999,0.016284337,0.9824535153040402,[-0.3534017  -1.95365834 -0.00228503]
Farage,1297449,245,245_1297449,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961800514,0.950462222,0.916974994,0.967782085,0.936886819,0.826148314,0.176801579,0.006784278,0.002930277,UNC0638,Farage,0.038199486,0.003854001,0.9918267278199164,[-1.39049203e-01 -6.22272861e+00  1.98949106e-03]
NY,910849,165,165_910849,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958935138,0.773052792,0.555921688,0.528836931,0.612044791,0.589487626,0.499345538,0.026940745,0.025030441,DMOG,NY,0.041064862,0.0019103039999999,0.875650457785511,[-0.18962958 -1.01591858 -0.01109375]
GCT,906999,194,194_906999,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999499405,0.881845713,0.838998437,0.710829685,0.676085267,0.687655666,0.43262392,0.2230433,0.189510094,Luminespib,GCT,0.0005005949999999,0.033533206,0.9690114022029326,[-0.17505203 -1.50573863  0.16385846]
Sci-1,1331031,276,276_1331031,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982211888,0.821716244,0.577305527,0.249685089,0.085305612,0.016121005,0.005034376,0.004346583,0.004855842,CAY10603,Sci-1,0.0177881119999999,0.0005092589999999,0.999513028088054,[-4.49730004e-01 -4.38925247e+00  3.55505594e-03]
KCL-22,1330931,45,45_1330931,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975878553,0.929438191,0.979372891,0.96759153,0.949655942,0.968526513,0.537589828,0.064140858,0.015952609,Z-LLNle-CHO,KCL-22,0.0241214469999999,0.0481882489999999,0.9928304192185841,[-0.10725412 -5.832656    0.03307656]
BHY,753535,219,219_753535,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953329954,0.96962663,0.895129541,0.799508688,0.250267473,0.196477243,0.186777952,0.164597921,0.180342352,AT-7519,BHY,0.046670046,0.015744431,0.9909970223731587,[-0.31696858 -9.6982507   0.17813477]
L-1236,1330935,274,274_1330935,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979285965,0.854533733,0.441020947,0.116731956,0.027928225,0.013355,0.035411639,0.015571083,0.030921591,Belinostat,L-1236,0.020714035,0.0153505079999999,0.9997109045216708,[-0.4989217  -6.45352747  0.02207803]
BHY,753535,167,167_753535,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962410972,0.90716356,0.978143711,0.891113924,0.63911708,0.378700515,0.272915274,0.009622256,0.022420037,OSU-03012,BHY,0.0375890279999999,0.012797781,0.9831738331641714,[-0.19759842 -2.70282987  0.02384301]
MHH-PREB-1,908136,1054,1054_908136,2,4.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967402088,0.919030504,0.815893011,0.763765454,0.476727551,0.33978128,0.273534945,0.193854349,0.180101878,Palbociclib,MHH-PREB-1,0.0325979119999999,0.013752471,0.992166919330681,[-0.29245431 -2.87808022  0.19402052]
WM1158,1299077,1004,1004_1299077,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974680119,0.753155919,0.622897338,0.302925115,0.151561764,0.045869976,0.031996052,0.031153153,0.029183159,Vinblastine,WM1158,0.025319881,0.0019699939999999,0.9954594454293854,[-0.44205912 -3.57729227  0.02466289]
MHH-PREB-1,908136,1022,1022_908136,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980108901,0.981707917,0.892885894,0.733182468,0.376420531,0.126900758,0.08316195,0.057431532,0.066612627,AZD7762,MHH-PREB-1,0.0198910989999999,0.0091810949999999,0.9992471953136449,[-0.29452596 -4.75505175  0.06316436]
P32-ISH,1330987,134,134_1330987,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970653423,0.932555477,0.882657306,0.796411756,0.702222832,0.667163871,0.253651864,0.042917171,0.014331107,Etoposide,P32-ISH,0.0293465769999999,0.0285860639999999,0.9833837569884133,[-0.15664039 -2.06213762 -0.01804921]
MN-60,908143,170,170_908143,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951042021,0.976138418,0.907988773,0.318184464,0.043733502,0.029040441,0.01449887,0.00840626,0.002874613,Shikonin,MN-60,0.0489579789999999,0.005531647,0.9983453299780476,[-0.38175674 -9.94560269  0.01580033]
CRO-AP3,1297440,1012,1012_1297440,2,10.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9546316,0.822688093,0.611922024,0.464890147,0.151316863,0.037118926,0.017143794,0.025554537,0.026626164,Vorinostat,CRO-AP3,0.0453683999999999,0.001071627,0.9942924344230175,[-0.40125613 -3.32948628  0.00796366]
KMS-12-BM,907281,219,219_907281,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955287035,0.894146928,0.787804331,0.436078615,0.108216457,0.021375871,0.004836283,0.00613508,0.00620987,AT-7519,KMS-12-BM,0.0447129649999999,7.478999999999993e-05,0.9974762855536916,[-3.73875921e-01 -4.92812152e+00 -3.92007584e-04]
GCIY,906869,170,170_906869,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958003879,0.621951915,0.163200096,0.043268619,0.01132885,0.028394642,0.020362387,0.015100709,0.011383865,Shikonin,GCIY,0.041996121,0.003716844,0.9998211662444512,[-0.61117586 -7.01431169  0.0176929 ]
KP-N-YN,907314,104,104_907314,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961110999,0.799146041,0.893213173,0.886670846,0.842349125,0.808908683,0.563171011,0.162307316,0.171271235,Bortezomib,KP-N-YN,0.038889001,0.0089639189999999,0.9366760014085023,[-0.11674217 -2.00017852  0.1183562 ]
MONO-MAC-6,908148,1058,1058_908148,2,4.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968635564,0.836603532,0.678683987,0.634765107,0.514892993,0.357350291,0.268193932,0.173329117,0.148542842,Pictilisib,MONO-MAC-6,0.031364436,0.0247862749999999,0.9913050044149874,[-0.31260411 -1.91125792  0.15354982]
SIG-M5,909715,260,260_909715,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.998807438,0.906689247,0.858318933,0.709804194,0.508602064,0.301693324,0.10465419,0.007255214,0.006199057,NG-25,SIG-M5,0.0011925619999999,0.001056157,0.9989063839512649,[-2.48180977e-01 -2.60565849e+00  2.02203351e-04]
BOKU,753536,165,165_753536,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959918862,0.806480967,0.57187212,0.544261891,0.438753323,0.363108324,0.168794011,0.058829535,0.035105045,DMOG,BOKU,0.040081138,0.02372449,0.977271220545721,[-0.31545383 -1.66896073  0.03495608]
AN3-CA,910781,346,346_910781,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955337793,0.886700891,0.167154489,0.16644194,0.147803279,0.086625299,0.068158293,0.063852124,0.0490022,THZ-2-102-1,AN3-CA,0.044662207,0.0148499239999999,0.9910167914754648,[ -0.56828676 -13.84011075   0.09633361]
NCI-H522,905944,344,344_905944,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986251011,0.965272981,0.965674775,0.664315459,0.050488721,0.007043015,0.005331973,0.00486868,0.006146495,THZ-2-49,NCI-H522,0.0137489889999999,0.0012778149999999,0.9992004936100632,[-3.31629574e-01 -1.10370740e+01  4.28061225e-03]
DMS-273,687985,276,276_687985,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.956991311,0.812967274,0.640751761,0.420176233,0.213427145,0.163433193,0.153392041,0.017525589,0.007165214,CAY10603,DMS-273,0.0430086889999999,0.010360375,0.9901014191684824,[-0.40712826 -2.98091718  0.05504648]
UM-UC-3,724838,274,274_724838,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953590906,0.86987767,0.763330441,0.512460105,0.40584144,0.280334093,0.200493245,0.108256886,0.058786457,Belinostat,UM-UC-3,0.046409094,0.0494704289999999,0.99117236570727,[-0.33468702 -2.40935978  0.09980924]
NCI-H2030,722045,344,344_722045,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968492184,0.976497995,0.898751532,0.746105061,0.180654735,0.08676578,0.020786424,0.006432089,0.00645474,THZ-2-49,NCI-H2030,0.0315078159999999,2.26509999999994e-05,0.9950406798357374,[-0.31138343 -7.32178022  0.02211933]
D-283MED,906834,173,173_906834,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982087637,0.972256829,0.903451472,0.851351869,0.683869323,0.338824897,0.294241413,0.212803799,0.168254139,FH535,D-283MED,0.0179123629999999,0.0445496599999999,0.9907199372916794,[-0.23980365 -3.69083865  0.20047875]
SNU-182,1240216,170,170_1240216,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.989376323,0.888660155,0.956639752,0.92606101,0.956947362,0.940274884,0.043581757,0.03370177,0.014798547,Shikonin,SNU-182,0.0106236769999999,0.0189032229999999,0.9877775846773023,[ -0.14445036 -13.7381703    0.02392658]
JIMT-1,1298157,200,200_1298157,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973799368,0.92928891,0.849060701,0.611268368,0.446124437,0.206823221,0.083377883,0.04654375,0.036898477,Dacinostat,JIMT-1,0.026200632,0.009645273,0.9979816144151705,[-0.29216787 -3.0351719   0.03944468]
NCI-H1581,908471,182,182_908471,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98754818,0.972465154,0.897438594,0.805441949,0.627824973,0.555237326,0.367923602,0.156632051,0.124039485,Obatoclax Mesylate,NCI-H1581,0.01245182,0.0325925659999999,0.9922561318453431,[-0.18781617 -2.0161332   0.11945716]
RD-ES,1330996,134,134_1330996,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953589281,0.915932967,0.883689231,0.818223583,0.609121985,0.373288213,0.230986776,0.126985619,0.081375796,Etoposide,RD-ES,0.046410719,0.0456098229999999,0.9961910450774666,[-0.22845888 -2.60873543  0.09699321]
RL,910861,1149,1149_910861,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982125227,0.952994271,0.948628901,0.55824255,0.175632989,0.075784051,0.091437453,0.070187841,0.072341049,TW 37,RL,0.0178747729999999,0.002153208,0.9982167369313047,[-0.34631303 -7.5595754   0.07836333]
SK-PN-DW,909731,167,167_909731,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993875209,0.978295224,0.995150593,0.772296429,0.722674783,0.58691877,0.514431987,0.007179097,0.007732247,OSU-03012,SK-PN-DW,0.0061247909999999,0.00055315,0.9651720392971332,[-0.13264309 -1.883713   -0.03401633]
CCRF-CEM,905952,1053,1053_905952,2,4.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993094361,0.823779134,0.621240305,0.491946402,0.32264813,0.185309482,0.138174377,0.096268923,0.08061716,MK-2206,CCRF-CEM,0.0069056389999999,0.015651763,0.9940760915679623,[-0.39317787 -2.78060272  0.0979349 ]
PANC-10-05,925348,272,272_925348,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962262756,0.952940937,0.882523599,0.792348896,0.595338768,0.416937722,0.248865898,0.182483495,0.15491675,AR-42,PANC-10-05,0.037737244,0.027566745,0.9990597046152784,[-0.24213331 -2.70749903  0.16252605]
T47D,905945,273,273_905945,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985115799,0.91361402,0.709210065,0.563773798,0.136728625,0.066937261,0.057630671,0.068585918,0.052947841,CUDC-101,T47D,0.0148842009999999,0.0156380769999999,0.9894027630022106,[-0.36829728 -4.30636451  0.04443376]
NMC-G1,908449,308,308_908449,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951059845,0.998145493,0.916632258,0.769377218,0.634395151,0.458437275,0.273232121,0.03468879,0.005214058,WIKI4,NMC-G1,0.048940155,0.0294747319999999,0.9937259244648654,[-1.88204432e-01 -2.17714417e+00  1.93231324e-03]
NBsusSR,925342,276,276_925342,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997308718,0.968662244,0.941907054,0.582690813,0.230277358,0.015889314,0.011245911,0.021909688,0.019288883,CAY10603,NBsusSR,0.002691282,0.002620805,0.9978461605183933,[-0.32695696 -5.82576463  0.01395745]
SIG-M5,909715,282,282_909715,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950166651,0.933670616,0.851955724,0.681168246,0.558368324,0.215462883,0.07612441,0.021639479,-0.010492276,Pelitinib,SIG-M5,0.049833349,0.032131755,0.9953262787896849,[-0.25466632 -2.81176715 -0.00631664]
HCC1806,907047,344,344_907047,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990402422,0.994586669,0.976647221,0.936652563,0.749275476,0.383428468,0.013372189,0.012002464,0.010194163,THZ-2-49,HCC1806,0.009597578,0.001808301,0.9984348655381949,[-1.98274948e-01 -4.66298251e+00 -4.15401608e-03]
LU-99A,907796,196,196_907796,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971942797,0.957059477,0.936734626,0.941219623,0.848878324,0.64566511,0.219306797,0.008827228,0.004445767,Phenformin,LU-99A,0.028057203,0.004381461,0.9966841905308483,[-0.15181039 -3.44096318 -0.0083221 ]
DK-MG,906839,346,346_906839,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967939644,0.382026423,0.219774894,0.101312898,0.054929237,0.030888592,0.017717671,0.014622157,-0.001647004,THZ-2-102-1,DK-MG,0.032060356,0.016269161,0.9829194946707581,[-0.68719472 -6.3562583   0.04275668]
SU-DHL-5,1331036,178,178_1331036,2,8.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965219132,0.919239897,0.790270077,0.635549431,0.256657701,0.078209255,0.021307907,0.008556144,0.005047457,BAY-61-3606,SU-DHL-5,0.034780868,0.003508687,0.9967543016940704,[-3.23142619e-01 -3.89474931e+00  1.57725270e-03]
TE-441-T,924248,157,157_924248,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.995683724,0.965127547,0.993831038,0.903166542,0.780107525,0.132704789,0.02219862,0.013697777,0.018043821,JNK-9L,TE-441-T,0.0043162759999999,0.004346044,0.9962728119357108,[-0.22161638 -8.13687439  0.01403249]
NCI-H1581,908471,331,331_908471,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988217058,0.964909201,0.918282021,0.768556744,0.704903434,0.515789662,0.30404249,0.211839949,0.19796615,QL-X-138,NCI-H1581,0.0117829419999999,0.0138737989999999,0.9959072944630781,[-0.21315018 -2.46549048  0.19053954]
NCI-H211,1240189,11,11_1240189,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967807772,0.940152513,0.956765564,0.850844928,0.392720765,0.233572459,0.176424682,0.177117929,0.181930242,Paclitaxel,NCI-H211,0.0321922279999999,0.0048123129999999,0.9952409955284311,[-0.292306   -7.4201265   0.18580481]
Detroit562,906837,201,201_906837,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.989024561,0.970578466,0.955666845,0.677629819,0.366535598,0.196654358,0.130488386,0.102546758,0.133785135,Epothilone B,Detroit562,0.0109754389999999,0.0312383769999999,0.9974357003282062,[-0.31000005 -5.11184488  0.12756837]
ES7,684059,196,196_684059,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981882171,0.837497009,0.543171771,0.518409214,0.376033845,0.27083163,0.061765286,0.018200246,0.012927874,Phenformin,ES7,0.018117829,0.0052723719999999,0.9767116461375687,[-0.34393625 -2.06761886  0.01072238]
C2BBe1,910700,200,200_910700,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991587989,0.968728591,0.94742333,0.808119001,0.571395109,0.243213463,0.122355365,0.084288134,0.050064097,Dacinostat,C2BBe1,0.0084120109999999,0.034224037,0.9989700101826667,[-0.24844517 -4.01935949  0.07129879]
AN3-CA,910781,308,308_910781,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96015028,0.955372371,0.931139519,0.73222217,0.673253464,0.514337672,0.255919366,0.007843523,0.006617246,WIKI4,AN3-CA,0.0398497199999999,0.0012262769999999,0.9920425049091343,[-0.17796182 -2.10275219 -0.01994116]
Jurkat,998184,1003,1003_998184,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9981368,0.700864993,0.884883759,0.770435169,0.135915492,0.098044709,0.063437723,0.046308359,0.050706258,Camptothecin,Jurkat,0.0018631999999999,0.0043978989999999,0.9385827809424409,[-0.31736498 -9.62227935  0.05896604]
LS-513,907795,328,328_907795,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991222126,0.966641401,0.637507228,0.242987108,0.145734284,0.0879399,0.05183061,0.036363893,0.025797476,SNX-2112,LS-513,0.0087778739999999,0.010566417,0.9957051042863364,[-0.43865536 -6.28947882  0.0609547 ]
MES-SA,908127,1026,1026_908127,2,1.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954392305,0.742238092,0.514495678,0.349414097,0.227059389,0.148950368,0.131938027,0.126821523,0.133408838,Tanespimycin,MES-SA,0.0456076949999999,0.006587315,0.9976526348964586,[-0.49859503 -3.45056745  0.13252824]
