CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last
Tera-1,1331043,173,173_1331043,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990872045,0.99592946,0.979702085,0.90776051,0.971229272,0.852383189,0.465439002,0.158532069,0.115151013,FH535,Tera-1,0.009127954999999965,0.043381056
ALL-PO,910944,228,228_910944,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9777545,0.865421689,0.70962361,0.565922456,0.421828353,0.344645495,0.148466589,0.048120847,0.006607649,AKT inhibitor VIII,ALL-PO,0.02224550000000003,0.041513198
NCI-H1437,687794,182,182_687794,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.956957005,0.911153688,0.548043569,0.365604133,0.308180374,0.279533522,0.10750068,0.051687439,0.008246794,Obatoclax Mesylate,NCI-H1437,0.04304299499999997,0.043440645
PCI-4B,1298531,180,180_1298531,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959760511,0.239082791,0.172263552,0.117529209,0.116988461,0.134542286,0.092232857,0.147811094,0.16590157,Thapsigargin,PCI-4B,0.04023948899999996,0.018090475999999994
H3118,1240140,276,276_1240140,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961310474,0.837282057,0.709395353,0.447045631,0.250787156,0.108056919,0.022348626,0.011192405,0.011212519,CAY10603,H3118,0.038689525999999974,2.0113999999999896e-05
MM1S,1659818,1003,1003_1659818,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95181958,0.966340211,0.852451421,0.794006676,0.473776231,0.283565575,0.021838003,0.105824943,0.116958823,Camptothecin,MM1S,0.04818042,0.011133879999999999
TE-15,753614,60,60_753614,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999307471,0.850801238,0.936649698,0.826558788,0.771301093,0.054771607,0.030175425,0.030821576,0.043471041,BI-2536,TE-15,0.0006925290000000528,0.012649465000000002
OCI-AML2,910947,152,152_910947,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999307927,0.94645551,0.92540953,0.985410567,0.886890707,0.633926162,0.370300839,0.059171664,0.017500694,CP466722,OCI-AML2,0.0006920729999999597,0.04167097
MRK-nu-1,908151,135,135_908151,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952449506,0.58685334,0.333417209,0.267782301,0.194989233,0.15203445,0.145045197,0.17370987,0.161062235,Gemcitabine,MRK-nu-1,0.047550494,0.01264763499999999
RERF-LC-KJ,1298537,219,219_1298537,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964474541,0.953745946,0.955558688,0.773105257,0.251904705,0.158005157,0.100065936,0.093074618,0.098187079,AT-7519,RERF-LC-KJ,0.03552545900000004,0.005112460999999999
MM1S,1659818,1058,1058_1659818,2,4.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964651862,0.880191197,0.642381708,0.417900148,0.326175002,0.139860139,0.10963271,0.058573594,0.096951381,Pictilisib,MM1S,0.03534813800000003,0.038377787000000003
SU-DHL-5,1331036,1024,1024_1331036,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951071484,0.764323195,0.725080561,0.486309227,0.399816196,0.04611076,0.073438798,0.045643064,0.070796711,Lestauritinib,SU-DHL-5,0.04892851600000003,0.025153647
MHH-PREB-1,908136,303,303_908136,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955758315,0.767073594,0.643466088,0.444947807,0.277845471,0.20621978,0.16548938,0.133427265,0.120756446,PIK-93,MHH-PREB-1,0.04424168500000003,0.012670818999999986
PF-382,909260,344,344_909260,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98838514,0.976043763,0.908934954,0.730686832,0.088607495,0.006808124,0.00423586,0.00516764,0.008295884,THZ-2-49,PF-382,0.011614860000000005,0.0031282439999999996
PCI-4B,1298531,194,194_1298531,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9907552,0.997674316,0.949670646,0.74204392,0.12228943,0.075060013,0.093277483,0.060635971,0.073032208,Luminespib,PCI-4B,0.009244800000000053,0.012396237000000004
CESS,910688,219,219_910688,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986471193,0.91833636,0.638765962,0.398511766,0.259037969,0.0908436,0.125015701,0.075037612,0.028075489,AT-7519,CESS,0.013528807000000032,0.04696212300000001
BL-70,910707,252,252_910707,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974339176,0.93763074,0.908335772,0.911129812,0.523904436,0.019753891,0.007597502,0.00923765,0.01426615,WZ3105,BL-70,0.025660824000000027,0.0050285
KMOE-2,907280,229,229_907280,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966994574,0.950556833,0.95494167,0.826769769,0.853519799,0.566716136,0.350762881,0.149776755,0.165035486,Enzastaurin,KMOE-2,0.033005426000000004,0.015258730999999998
SNU-C2B,909740,274,274_909740,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981724607,0.798584577,0.609512937,0.293872073,0.248926391,0.185326182,0.097926031,0.0808375,0.076962459,Belinostat,SNU-C2B,0.01827539300000003,0.0038750410000000096
SU-DHL-5,1331036,1022,1022_1331036,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970630075,0.775197444,0.581341226,0.223530606,0.112340757,0.074206962,0.100852201,0.081886153,0.085892872,AZD7762,SU-DHL-5,0.02936992500000002,0.004006718999999992
NCI-H64,688026,170,170_688026,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958443355,0.942569646,0.952039078,0.022598294,0.008688848,0.00675726,0.007768924,0.004551705,0.002348664,Shikonin,NCI-H64,0.041556645,0.0022030409999999998
SU-DHL-5,1331036,283,283_1331036,2,0.128,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953435142,0.850509819,0.567189175,0.162795159,0.023419834,0.004962406,0.001947154,0.002433992,0.000854125,Omipalisib,SU-DHL-5,0.04656485799999999,0.001579867
HAL-01,949153,229,229_949153,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986875693,0.866554967,0.768596126,0.699978436,0.158319272,0.020573215,0.009354905,0.009064276,0.013494304,Enzastaurin,HAL-01,0.013124307000000002,0.004430028000000001
FU97,1290806,346,346_1290806,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.998227563,0.975278645,0.964290903,0.87244857,0.442800246,0.291450159,0.181852713,0.139304215,0.118557512,THZ-2-102-1,FU97,0.00177243699999996,0.020746703000000005
KYSE-30,1298221,1031,1031_1298221,2,0.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983953873,0.82682211,0.999119206,0.673578821,0.200746425,0.10256318,0.073539624,0.012098312,0.0085884,Elesclomol,KYSE-30,0.016046126999999966,0.0035099120000000004
BL-70,910707,41,41_910707,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997379412,0.935506681,0.881454795,0.875571975,0.871941453,0.320023603,0.063264867,0.062917856,0.054805653,S-Trityl-L-cysteine,BL-70,0.0026205879999999793,0.008112202999999991
NCI-H647,1240191,245,245_1240191,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951315853,0.970951395,0.968402626,0.962573846,0.945598374,0.906146984,0.748989191,0.067891212,0.021020566,UNC0638,NCI-H647,0.04868414700000001,0.046870646
RPMI-8226,905964,273,273_905964,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.998183221,0.990258616,0.973731852,0.94454289,0.813395958,0.366495776,0.010822328,0.009613826,0.009870054,CUDC-101,RPMI-8226,0.0018167789999999906,0.00025622799999999897
RPMI-8226,905964,11,11_905964,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967121696,0.966687756,0.911249834,0.773685844,0.316874969,0.181254565,0.170820052,0.160470332,0.145638227,Paclitaxel,RPMI-8226,0.032878304000000025,0.014832104999999984
ACHN,905950,178,178_905950,2,8.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967519223,0.843947199,0.869380862,0.9152653,0.9142651,0.58872105,0.273911543,0.228958881,0.197105421,BAY-61-3606,ACHN,0.03248077699999996,0.03185346
HOP-62,905972,163,163_905972,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971178834,0.828858274,0.778519855,0.5744237,0.44746625,0.267742327,0.234937416,0.138068602,0.164772813,JQ1,HOP-62,0.028821165999999954,0.026704210999999978
C2BBe1,910700,1003,1003_910700,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993093638,0.622560668,0.599762408,0.538097235,0.266815758,0.228832268,0.233308774,0.11333024,0.066434568,Camptothecin,C2BBe1,0.006906362000000055,0.046895672
ME-1,1330942,268,268_1330942,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953264051,0.963920129,0.808908653,0.636554063,0.404657936,0.277888171,0.148302813,0.087288412,0.04125108,Sepantronium bromide,ME-1,0.046735949,0.04603733199999999
ALL-SIL,1295740,228,228_1295740,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966627912,0.8560447,0.773441851,0.570258025,0.412298338,0.158888701,0.036930451,0.009652664,0.01073162,AKT inhibitor VIII,ALL-SIL,0.03337208800000002,0.0010789560000000007
SK-PN-DW,909731,165,165_909731,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98439244,0.948489949,0.812986226,0.700532732,0.599717302,0.318703034,0.069655428,0.022349458,0.008938969,DMOG,SK-PN-DW,0.015607559999999965,0.013410489
Set2,1659820,1003,1003_1659820,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971961052,0.9547648,0.918153213,0.940232366,0.817746203,0.560757405,0.11461061,0.061627896,0.072978706,Camptothecin,Set2,0.028038947999999952,0.011350810000000003
HCC-56,1290907,245,245_1290907,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950681329,0.927075076,0.961991122,0.83633393,0.971843967,0.851295315,0.524316436,0.045865636,0.016486916,UNC0638,HCC-56,0.04931867099999998,0.02937872
639-V,906798,133,133_906798,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962651497,0.845373851,0.633128755,0.180684755,0.042761683,0.051731061,0.018892414,0.01426805,0.020077762,Doxorubicin,639-V,0.03734850300000003,0.005809712
BPH-1,924105,170,170_924105,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981353504,0.990736794,0.791976632,0.966319541,0.592981888,0.03427596,0.019676664,0.050337945,0.027969837,Shikonin,BPH-1,0.018646496000000012,0.022368108
BC-1,910919,172,172_910919,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954789127,0.957434243,0.989100389,0.992461449,0.853326027,0.419476547,0.280938333,0.028762434,0.017575359,Embelin,BC-1,0.04521087300000004,0.011187075000000001
NEC8,910942,53,53_910942,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971275199,0.972585866,0.939177195,0.979500224,0.966354311,0.984165257,0.430694844,0.122027233,0.119547168,CGP-60474,NEC8,0.028724800999999966,0.0024800650000000035
EoL-1-cell,906856,300,300_906856,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992510724,0.777676256,0.780556802,0.615733646,0.503268518,0.182874544,0.084376539,0.038185313,0.019853598,CX-5461,EoL-1-cell,0.007489276000000045,0.018331715
BE-13,906763,140,140_906763,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990499244,0.997866424,0.977482734,0.974696483,0.811305245,0.334284893,0.053509774,0.068852762,0.103144898,Vinorelbine,BE-13,0.009500755999999999,0.034292136
HH,907056,245,245_907056,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978758185,0.862047748,0.696340834,0.627971486,0.570390516,0.338782517,0.041320089,0.009881386,0.004642713,UNC0638,HH,0.021241814999999997,0.005238673000000001
RD-ES,1330996,252,252_1330996,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957980553,0.906827608,0.910396799,0.855889239,0.674132401,0.226229222,0.132496596,0.082480419,0.051895776,WZ3105,RD-ES,0.04201944700000004,0.030584643
RT-112,909704,133,133_909704,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957311781,0.75300929,0.387832564,0.352605312,0.379391728,0.216486709,0.103609996,0.024534002,0.01662578,Doxorubicin,RT-112,0.04268821899999997,0.007908222
EB2,906846,134,134_906846,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97050837,0.951568472,0.716026017,0.413239552,0.173652298,0.042891635,0.046700913,0.03260863,0.023923065,Etoposide,EB2,0.02949162999999999,0.008685565
PF-382,909260,305,305_909260,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98655075,0.885046702,0.957926375,0.827320909,0.791853179,0.701230203,0.265273478,0.197188272,0.155730032,TPCA-1,PF-382,0.013449249999999968,0.04145824000000001
OCI-AML2,910947,9,9_910947,2,1.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977707808,0.933341794,0.955529288,0.955857739,0.96740019,0.930157793,0.520337078,0.000860389,-0.002206949,MG-132,OCI-AML2,0.02229219199999999,0.003067338
NCI-H146,910899,1149,1149_910899,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980237538,0.983735481,0.973134028,0.938211774,0.864683433,0.397835394,0.150356816,0.140763208,0.125955762,TW 37,NCI-H146,0.01976246199999998,0.014807446000000002
K4,1298161,172,172_1298161,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990722605,0.932698094,0.969953335,0.901876051,0.936346527,0.731168556,0.270789921,0.036228668,-6.44e-08,Embelin,K4,0.009277395000000022,0.0362287324
OMC-1,949154,274,274_949154,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967669887,0.887585808,0.803854773,0.618676313,0.457751149,0.241671057,0.10857226,0.074959936,0.049373097,Belinostat,OMC-1,0.032330112999999994,0.025586839000000007
BPH-1,924105,308,308_924105,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968176724,0.8587826,0.940420166,0.905734312,0.694959852,0.577877644,0.300022151,0.041462029,0.026851808,WIKI4,BPH-1,0.03182327600000001,0.014610220999999996
TE-12,946356,170,170_946356,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950756914,0.907888529,0.921338605,0.906050507,0.826106493,0.04622769,0.043898644,0.040149609,0.052647497,Shikonin,TE-12,0.04924308600000005,0.012497887999999999
786-0,905947,274,274_905947,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98054753,0.868382631,0.673783069,0.485346104,0.30172119,0.198403454,0.126561582,0.088551182,0.071709834,Belinostat,786-0,0.019452470000000055,0.016841348000000006
G-402,907298,180,180_907298,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991076992,0.582753062,0.283992569,0.123267268,0.064954255,0.040682732,0.044737474,0.086436165,0.053903342,Thapsigargin,G-402,0.00892300800000001,0.032532822999999995
NCI-H1623,687798,165,165_687798,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974707341,0.876719682,0.588549469,0.494407572,0.322275285,0.032805922,0.023225978,0.043164667,0.01806039,DMOG,NCI-H1623,0.025292658999999995,0.025104276999999998
D-502MG,946373,272,272_946373,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979937796,0.957918022,0.930245401,0.913753485,0.872838669,0.640591966,0.307968892,0.159040027,0.114572183,AR-42,D-502MG,0.020062204000000028,0.044467844000000006
BCPAP,924104,140,140_924104,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997781206,0.905621787,0.811443461,0.457121176,0.35698448,0.200572456,0.234361147,0.232224766,0.189557256,Vinorelbine,BCPAP,0.002218794000000024,0.04266750999999999
KASUMI-1,907275,1024,1024_907275,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97088918,0.810776575,0.630164274,0.244220296,0.179960847,0.07608471,0.05978617,0.033962557,0.047202497,Lestauritinib,KASUMI-1,0.02911081999999998,0.013239940000000006
KOPN-8,1330933,300,300_1330933,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983222143,0.891048602,0.818288385,0.765522605,0.577073662,0.416328835,0.317560518,0.003220253,0.004382479,CX-5461,KOPN-8,0.016777857000000007,0.0011622259999999997
22RV1,924100,302,302_924100,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98034413,0.798534282,0.70108073,0.39782584,0.260451437,0.261773744,0.168782979,0.202195907,0.168153896,PI-103,22RV1,0.01965587000000002,0.03404201100000001
BC-1,910919,135,135_910919,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958625133,0.781531716,0.346353801,0.125320903,0.070897359,0.063367597,0.061192725,0.06851558,0.071242988,Gemcitabine,BC-1,0.04137486700000004,0.0027274079999999867
LCLC-103H,753586,219,219_753586,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961965252,0.914920013,0.890622612,0.603663126,0.229653986,0.126086822,0.125750087,0.120350664,0.086336051,AT-7519,LCLC-103H,0.03803474799999995,0.034014613
CCRF-CEM,905952,200,200_905952,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977667937,0.687058329,0.424977931,0.097926072,0.037312108,0.108742447,0.029849956,0.036643259,0.030791668,Dacinostat,CCRF-CEM,0.022332063000000013,0.005851590999999996
EB2,906846,201,201_906846,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963069504,0.856464747,0.975925384,0.805182141,0.575434595,0.493069145,0.189641783,0.160989201,0.163748263,Epothilone B,EB2,0.03693049599999998,0.0027590620000000066
BPH-1,924105,135,135_924105,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985094928,0.740363303,0.099542324,0.071323402,0.040105638,0.037230971,0.043272118,0.054112654,0.039962836,Gemcitabine,BPH-1,0.01490507200000002,0.014149818000000002
OVTOKO,1298365,1031,1031_1298365,2,0.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952450272,0.87418527,0.574282901,0.346715933,0.231674779,0.056440754,0.020867236,0.01778523,0.025443362,Elesclomol,OVTOKO,0.04754972800000001,0.0076581320000000015
COR-L321,1322213,245,245_1322213,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990527052,0.989716726,0.952028118,0.873137244,0.900600938,0.811888633,0.273942512,0.01841718,-0.001309741,UNC0638,COR-L321,0.009472947999999981,0.019726920999999998
Sci-1,1331031,165,165_1331031,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990414511,0.852554203,0.660676968,0.388209702,0.228688452,0.124836819,0.048225485,0.012984945,0.007460678,DMOG,Sci-1,0.009585489000000003,0.005524266999999999
RPMI-6666,909701,179,179_909701,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985560929,0.695187458,0.48104557,0.315855895,0.185369194,0.172746981,0.150439086,0.126722027,0.097213027,5-Fluorouracil,RPMI-6666,0.01443907099999997,0.029508999999999994
UDSCC2,1299073,180,180_1299073,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982623318,0.637571169,0.09739564,0.026265695,0.033183443,0.034118209,0.035080225,0.050826721,0.042284682,Thapsigargin,UDSCC2,0.017376681999999977,0.008542039000000001
NAMALWA,908159,135,135_908159,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957209706,0.527518277,0.125641823,0.104920609,0.108726575,0.100674688,0.103570015,0.128595811,0.106859208,Gemcitabine,NAMALWA,0.042790294000000006,0.021736603000000007
JHH-7,1240160,200,200_1240160,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959680087,0.926389109,0.877897929,0.903280009,0.98670063,0.044529283,0.016597856,0.010818114,0.00765822,Dacinostat,JHH-7,0.04031991300000004,0.003159894
786-0,905947,273,273_905947,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963919426,0.971429266,0.871422603,0.737280307,0.508726947,0.330676142,0.180565312,0.11611426,0.089795934,CUDC-101,786-0,0.036080573999999976,0.026318326000000003
EB2,906846,245,245_906846,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962560623,0.842767915,0.880910353,0.828544465,0.777404707,0.500053462,0.021861127,0.005819979,0.00213815,UNC0638,EB2,0.037439376999999996,0.003681829
HT-3,907068,274,274_907068,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997915577,0.889848957,0.665830979,0.43460341,0.316346952,0.095861859,0.059242626,0.030651953,0.019950759,Belinostat,HT-3,0.002084423000000002,0.010701194
PF-382,909260,200,200_909260,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987221264,0.839924106,0.528639479,0.093494931,0.015873179,0.018491589,0.018608096,0.017087536,0.020573771,Dacinostat,PF-382,0.012778736000000013,0.0034862350000000007
IMR-5,907170,134,134_907170,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971383388,0.876614482,0.728713353,0.232814395,0.027672416,0.017855047,0.010749397,0.010674034,0.006052671,Etoposide,IMR-5,0.028616611999999986,0.004621363000000001
NCI-H1417,688001,1011,1011_688001,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960152878,0.986963624,0.976474048,0.831055398,0.645478325,0.090742025,0.017343998,0.02155018,0.022862077,Navitoclax,NCI-H1417,0.03984712199999996,0.0013118970000000028
BL-70,910707,167,167_910707,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986527022,0.991010949,0.869316097,0.58726522,0.510928258,0.563164384,0.422096807,0.007522665,0.005837141,OSU-03012,BL-70,0.013472978000000024,0.0016855240000000007
SW13,909744,182,182_909744,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972462835,0.891410666,0.635497754,0.333934136,0.284764495,0.113821457,0.025595666,-0.004530576,-0.01218357,Obatoclax Mesylate,SW13,0.02753716500000003,0.007652994
NEC8,910942,87,87_910942,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953511192,0.941848154,0.886593128,0.852309477,0.86370264,0.652720011,0.373398921,0.207280324,0.176165737,GW843682X,NEC8,0.04648880799999999,0.031114587
Hey,1479988,272,272_1479988,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965934869,0.896505675,0.81433956,0.585095641,0.443732934,0.286050863,0.150180547,0.097176906,0.053022445,AR-42,Hey,0.03406513099999997,0.04415446099999999
